document_id,clean_text,sentiment
doc_044,frank herbert dune widely considered challenging science fiction material adapt big screen villeneuve hit park dune part one part two outdoes every way cinematography music choreography acting dialogue movie mountain climb prove han zimmer composing score surprise one well compliment film greig fraser dune part one creator batman helm cinematography really took breath away magnificent vista incredible use colour even infrared expert capture motion scale fraser explains shot digital transposed mm back digital seemed absurd explained digital appeared crisp audience film nostalgic method obtained perfect balance fault agree real risk course adaptation retain richest beloved science fiction lore existence condense hour minute runtime villeneuve took huge risk splitting first book two part studio green lit part two would left half book unsatisfying everyone thankfully gamble paid able tell epic story across two movie bordering three hour even required brisk pace many notable scene omitted despite think villeneuve retained heart soul story created two movie appeal general audience fan alike much love imagine anyone walking away feeling unsatisfied price entry see biggest screen find see visuals score demand disappointed,positive
doc_045,great movie always leave feeling seeing movie hailed masterpiece many felt give feeling chill dune part made feel multiple time say greatest sci fi movie ever made arrested movie ingredient actually modern day masterpiece feel like dennis bit restraint go way could dare free thing could done story action said dune part amazing movie see however seen part time think part effect time tell,positive
doc_046,movie pick right first film left personally go crazy direction film come share challenge top visuals denis villeneuve vision arrakis absolutely beautiful something would want look desert landscape intricate detail fremen world portrayed precision care every frame certain story timoth e paul atreides wow brought nuanced performance capture paul every situation struggle perfection finally zendaya get screen time chani chemistry timothee screen added much needed emotional layer film relationship felt authentic grounded providing human touch amidst grandiose setting flaw pacing significant issue time movie feel like dragging especially longer introspective scene moment beautiful feel bit drawn risk losing audience attention film demand patience everyone appreciate slow burn approach plot remains dense complex staying true novel fan book joy see faithful adaptation however familiar source material story confusing hard follow many character political faction subplots keep track film always make easy understand going bit exposition simplification could gone long way making film accessible broader audience another area film fall short emotional resonance performance strong certain coldness story epic scope focus political intrigue sometimes overshadow personal human element found appreciating film intellectually emotionally grand impressive spectacle always connect deeper personal level action scene come thrilling well executed battle intense use practical effect combined cgi creates believable immersive experience sandworms iconic dune universe particularly well done evoking awe terror han zimmer score deserves special mention music elevates film another level adding haunting otherworldly quality perfectly match tone scale story powerful evocative enhancing impact visual storytelling conclusion dune part visually stunning ambitious film stay true source material offer strong performance particularly timoth e chalamet zendaya creates immersive world joy get lost however slow pacing complex plot emotional detachment make challenging watch fan first film book likely appreciate may resonate strongly broader audience film demand patience attention rewarding willing dive deep intricate world potentially alienating looking straightforward emotionally engaging experience,positive
doc_047,conflate villeneuve dune within one critic slow wide deep bare opus best viewed biggest possible screen sound system typical villeneuve fashion read book saw movie villeneuve version built become classic even less spectacular outrageous really hit mark austin butler performance coarse voice intense demeanor fact whole sequence geidi prime best moment movie bleak oppressive lightning black sun science fiction best ala one aspect lessened pleasure zendaya chani know hollywood insist much giving femme fatale role every time believe instead seing character see rather plain looking actress limited range maybe found niche yet hand acting spectrum bautista rated actor offering emotional convincing performence fact nearly actor good par technical team movie get better every viewing solid star,positive
doc_048,joy watching movie early nothing short amazed simply put movie one best crafted impressive film ever seen casting spectacular massive character arc displayed masterfully well camera angle creative unique showcasing multiple landscape fascinating new way even surpassing quality dune part one movie gave chill often reminiscent original three star war movie way franchise paved way something entirely new showcase revolutionary film technique sure dazzle inspire audience year come movie one best ever seen highly recommend anyone willing sit three hour long movie,positive
doc_049,call dune part ii best sci fi movie even masterpiece try consider bullet point made might even end agreeing beforhand let point movie extraordinary beautifully filmed goosebumpy music added dozen memorable shot hence good rating yeah great movie great acting actually really good movie pointed lot people already let tell league major problem pacing part movie could legendary ended rushed battle sardaukar fremen paul first time riding worm metro criticizer movie admit last fight fremen sardaukar shy could fremen sweep away emperor army mean come around minute screentime whole movie lead minute nail bittering minute epic battle minute one side slaughtering get took surprise please would added film value get tense fight actually wonder whether succeed instead getting edge seat moment got predictable outcome feel like denis told compress last film making anticlimactic possible sandworm ride make good scene actually see training whatsoever instead getting psyched succeeding end thinking could time paul metamorphose become chosen one rather absence guy admit might something prophecy get humility make adequate part continuing denial prophecy audience lose faith kwisatz haderach like incident learning sandworm ride make unfulfilling anticlimactic awkward transition weak villain expecting lot villain side dune emperor baron felt clever sly feyd great portrayal movie though rest seemed frivolous seriously emperor manage keep throne long army little surprise break like glass rabban apparently joke despite actually sort scary dune general harkonnens seem lot get toyed around multiple occasion audience never actually see threat due weak portrayal mostly see kill poor employee chani paul zero romance sorry true want see meant couple literally see bonding couple time made assumption chani must bi polar girl crazy careful suspicious people several time movie start relationship paul based scene interaction people tinder tend talk jumping bed two political aspect absence hear house dangerous powerful viewer read book slightest idea house capable probably main reason incomplexity plot political reflection response despite fact must mean great deal without tangled political game guess pretty damn important world run house plot becomes predictable level compare superhero movie imagine seen house beautiful planet would sci fi glory consider much storytelling fundamental part film yet still gave surely also going see theater least one time go show brilliant cinematography actually worth watching praising,positive
doc_050,denis villeneuve dune part two review proof film either watched loved first part case already gone seen like first part watch case going cineplex check sequel going see film bankofmarquis strongly recommends see theater best sound largest screen possible reason reason film visually audibly stunning feast eye ear director villeneuve involved production costume sound fx design topped high bar set first dune expect film rake type award come next oscar season visually audibly credibly present new world way sure movie filmed location fact pretty much green sky amazing technical achievement reason good thing film visually audibly stunning storyline rather boring somewhat complex fault source novel dune sequel interested politics back room dealing turn hero messiah ton backstory plot development thought character never good way present movie want watch theater keep focused plot opposed home tempted pick phone pet dog go make sandwich etc miss intricacy caught reason reason laundry list performer performance struggling match technical achievement dune part two acting green screen long boring speech clunky dialogue timothee chalamet zendaya rebecca ferguson charlotte rampling return first part fine really elevating thing bringing either gamely bring best rather difficult thankless job thank goodness javier bardem josh brolin back character bring life energy proceeding florence pugh dave bautista lea seydoux stellan skarsgard especially christopher walken wasted role really piece furniture move around rather anything represents interesting character austin butler feyd rautha brings new excitement nd half hour minute epic point film much needed come dune part two visual sound achievement stay visual sound achievement setup inevitable sequel letter grade b star take bank ofmarquis,positive
doc_051,great science fiction come along decade everyone expects great visuals movie day set dune apart soundtrack absolutely phenomenal part two pacing problem opinion watching telling around hour geez know trilogy great far way finish story minute end rushed felt like director working masterpiece hour tell minute left finish quickly lynch much better build final battle scene kwisatz haderach motive much shorter film left wanting like heck need director cut,positive
doc_052,really liked dune part one much saw three time theater twice streaming really looking forward part two aw last night bit disappointment felt movie relied way heavily loud special effect like explosion fire power character exploration part one saw dolby cinema sometimes music sound track louder actor hard hear saying made hard follow happening couple thing stilgar character reduced fanatical buffoon seemed character bardem delivered part one oh zendaya first time saw screen say keep day job reason character reduced literally one facial expression entire hour minute bizarre get wrong however still liked movie scene truly top notch think part one measurably better,positive
doc_053,second part movie set tone much way first movie making movie feel like cramming alot story backdrop way small time frame logical considering dune span several novel history year civilization villeneuve however put focus aesthetic rather storytelling make movie bland confusing thing watch pacing irregular part dragging alot towards end get feeling rapping unsatisfying speed especially people familiair original material get sense backstories character made decision made cramming story like dune two part set film probably story justice remade tv series make really work therefore rewatchability rendition dune unlikely,neutral
doc_054,ending really ruined film strong love relation paul chani lost love clearly seen whole first book giving chani bigger role ok expense breaking love read first book time seen movie tv series say ruined whole movie expect change different artistic view way much except one time paul bene gesserit training whole movie way helped overcome lot journey,positive
doc_055,imax definitely way see big loud action focused installment loved part one excited help disappointed multiple aspect editing jarring time scene would suddenly end next scene completely different setting apparently future unknown date occurs multiple time baron lessor extent rabban dramatically reduced character part know poisoned baron terrifying figure part barely even threat part austin butler great hardly movie talk messiah holy war repeated many time never sold paul refusal venture south long felt annoying earned sure book much better job movie also help laugh every time jessica said daughter fetus asking question everything else great true epic one slightly preferred part one,positive
doc_056,said denis villeneuve master putting grand spectacle screen dune part outsized enhancement predecessor seeing imax helped bring massive landscape film scope viewer greig fraser master cinematographer camera work coupled special effect created world evokes visceral feeling realism stunning visuals accompanied beautiful score guide emotion tactful sound design vociferous nature also withdrawn needed believable choreography acting boot star studded cast never outshines character kind got taken movie character weird line delivery story drawn never felt like dragging fantastic experience crowd another cinematic achievement add denis filmography surely bring award p javier bardem time role austin butler showed range actor also loved surprise cameo actress starring another big movie year p make ride worm commonly used phrase without misconstrued dirty clear early oscar candidate best visual effect best sound design best editing best picture best director best cinematography best production design best costume design best score potential acting category well,positive
doc_057,denis villeneuve never fails amaze beautiful movie look one exception course action first one cause full development anti hero journey paul muad dib atreides therefore showcase depth detail plus good plot twist justifies journey conflict also storyline pace edition style feel rushed moment storytelling half explained moment sudden time jump give fluidity first one several backstories needed buildup evidence believable else less cutting detail book even though mean longer movie fast furious type movie fan complaining way long movie course ending grandiloquent space opera like dune first two act movie could better photography music overall production value amazing telling story evidently lot branch needed room grow,positive
doc_058,went big hope waiting day work specifically see cinema imax dune within top greatest sci fi movie say sci fi futuristic e greater technology result sci fi dune immense imax experience doubt explosion awesome etc however dune disappointed fight scene bi polar character specifically bautista group fight scene army battle etc refer choreography poor could see actor waiting struck looked fake ruined credibility bautista dune frightening dark dune blubbering idiot also role played austin okay fact needed shield fight crippled atreidas confusing co austin character badass understanding sci fi changed need technology also higher level intelligence rather marketed portrayed high level intelligence also element comedy dune like sci fi made action adventure indiana jones vibe part yemen sorry fremen bardem line away saying indy nutshell dune dark relatable movie spice oil etc etc magnificent dune batman begin dune batman robin overrated good good zendaya good chalomet good bardem good ferguson good wanted started falling asleep fight choreography ruined credibility expected top top movie,neutral
doc_059,denis villeneuve obviously take dune seriously peak right part one left remain act left refer dune duo part course necessary get one duo fit perfectly part one act story left dazzling display intensity han zimmer continues many time referred project really close show releasing additional album full almost hour music besides official dune part one soundtrack continues quest true soul dune opinion music lead next point watch imax blow away popcorn box literally vibrated bass part film visually stunning quite literally jaw dropped without giving anything away dune part magnificent,positive
doc_060,true beauty denis villeneuve dune film read book viewer still get true sense scope material epic massive full display gorgeous film tragedy horror honor director writer done great service u incredible film film ignorant generation undoubtebly idea importance claim defining era much like star war set standard epic film point forward judged accordingly,positive
doc_061,dune part two definitely entertaining movie stand let dial back bit movie visually masterpiece problem stem character development plot rushing seems like last half movie supposed hour long whole movie cut hour climactic finish film super fast felt like stake low went one thing next time breathe also paul attraites ever spell character pull game throne esque queem dragon vibe goal personality one thing dramatically shift seemingly overall good film bit long taste worth watch like sci fi,positive
doc_062,mildly impressed dune huge improvement david lynch version sure also slow showed little way character personality big also bit disappointing despite bigness fortunately second film also slow bit interesting watch battle scene must truly amazing watch big screen fortunately also give bit making major character fully fleshed interesting perfect version second portion frank herbert book good well worth seeing regret film minimal first worm scene far less interesting hoped barely see come partially ground also laugh many battle involved sword sci fi epic many sword machine gun tank would much better still minor quibble film well worth time might say well review nuff said,positive
doc_063,first many change book opinion character felt bit loved much visuals film like world created felt line book liked choice actor portraying harkonnens especially however emperor bothered thought horrible choice terrible otherwise decent cast overall fit description character many scene added book character entirely removed necessarily bad read book like killing baron worked help think also child chani mentioned little sister would great twisted character removed small thing lowered enjoyment film also crazy long end wait leave theatre end feel like great visually felt changed detail thought needed changing lowered enjoyment film considerably go back time probably watch home tv instead theatre worth watching think praise getting bit exaggerated definitely better garbage disney put maybe people love much,neutral
doc_064,look dune part denis vilneuve pretty decent give one ish part really pretty boring lacked gravitas first movie everyone movie incredibly serious every word speak extended long close ups face really drab end really care character scene scene people saying really serious stuff ultimately believable particularly deep music faux epic sadly lend particular weight ultimately decent story told boring way say vfx good yeah bad costume battle scene also boring like going motion film good moment epic sci fi masterpiece time film silly desert walk pretty funny though xd haha,negative
doc_065,tightly written well acted focused saga story writing without wasted scene acting fulfills purpose story none actor win acting award overall product make lengthy movie flyby leave wanting well done story succeeds despite fact character functionary goal story none well drawn multidimensional apart nuance purpose story drive make care satisfaction evil people get dessert feel great character reunited feel sorrow emotional defeat feel main message spectacle delivers,positive
doc_066,well certainly seems film produced whole array meme within couple week since released cinema almost film quickly become cultural phenomenon like pretty good film even cinematography absolutely fantastic though grown steady diet lynch version find always comparing film one read book age ago also mean pretty familiar story problem number divergence book instance appears time event take place compressed three year one mean alia born also mean kill baron either whole thing two faction one secular one fanatical turn chani secular one lead interesting ending suspect creator assume audience actually know story like familiar end first book film end cliff hanger suggesting come something seem case lynch version though another version also includes dune messiah child dune mentioned pretty good film especially cinematography amazing however main gripe would felt film ended bit quickly say odd film happens two half hour long actually even strange considering battle first film seemed take half film expecting battle would take much time though also seem much mention wierding way though ignored lynch changed film want kung fu sand dune anyway yeah certainly worth watching despite pretty long film keep hooked right end,positive
doc_067,austin butler shed elvis accent timothee chalamet continues sharpen jawline fremen messiah dune part two absolute sci fi masterpiece director denis villeneuve expertly build upon solid foundation laid first film injecting politics religion romance acting fantastic standouts austin butler psychotic creepy feyd rautha along rebecca ferguson take something totally different last film characterization lady jessica greig fraser also standout cinematographer along entire vfx team group incredibly talented using limited color palette create stunningly realistic sandworms spaceship otherworldly army sound mixing department han zimmer score also work hand hand create oddly pleasing yet deafening imax theater experience film loud grand also respect denis villeneuve sticking gun filming sicario want glorify violence want show effect victim film visually stunning violence brutal top overall dune showcase best sci fi offer great adaptation frank herbert space drama created top tier acting production,positive
doc_068,non spoiler review wow beyond beyond imagination beyond expecting beyond previous iteration story put film epic wait saga quite surprised weird time jump loved fan intro film called saga expecting making heard recently last dune film director sadly hope take like harry potter keep style fluidity film definitely action first film got close person worked really well great character development rushed love story played well expect add little director cut something cinematography epic like previous film acting great nice see diversity actor whole design film visuals costume sound design stunt choreography set design etc etc fantastic narrating done properly distracting honestly sure top one p even though long film see one person get go bathroom always something screen worth watching rating,positive
doc_069,denis villeneuve prof one greatest filmmaker time dune part possibly greatest movie far dune part everything want sequel bigger boulder slightly better predecessor movie concludes first movie satisfying way keep rooting paul revenge quest rise power movie action scene explosion violence first film keep tone world building mysticism grounded character moment visually technically movie masterpiece scene stay even credit roll wanting go see film relive spectacle witnessed seen know scene talking cgi also used sparingly amplify screenplay large scene direction writing movie top notch satisfying viewer movie creates tension beginning peak strongly towards end unlike oppenheimer pacing issue storywise movie succeeds message trying deliver thanks cast especially timoth e calamet strong performance worried paul atreides journey becoming chosen jihad messiah would believable given main actor young age surprise done well timoth e calamet managed shift character personality drastic way made seem like totally different person end kind fanatic leader mass would follow partly credit rest cast genuinely seem worship uplift young man power however minor fault movie minor since movie could even better elevated perfection fix opinion firstly event movie planet arrakis supposed control fate entire universe sadly film make u feel intergalactic conflict since focus two house harkonnen atreides event take place mainly arrakis world expanded much could fixed extra minute showing u different planet culture great house reacting conflict talking manner sadly dont director cut show u could secondly movie feel somewhat one dimensional interplay story music although fantastic han zimmer score quite loud push audience feel epicness darkness sense doom point exhaustion throughout hour runtime enough calm beautiful moment gentle musical piece balance emotion chani paul movie genre e g star war interstellar manage evoke many different emotion throughout film since movie mainly revenge power conquest score suit plot well end movie evokes one kind emotion theme music complement could fixed maybe revisiting paul early family life flashback something else tonally different main feel movie reason must say felt sleight sense emptiness leaving theatre despite critique movie succeeds every front brings home main theme revenge justice satisfying way audience concludes setup first installment well dune part epic visual masterpiece remain one greatest sci fi film generation rating star,positive
doc_070,dune big screen action adventure spectacle like seen since well maybe first dune come paying original effort set perfectly sophomore sequel quite hit park basic overview dune pick paul timothee chalamet mother jessica rebecca ferguson living amongst fremen house atreides wiped house harkonnen collaboration emperor army take arrakis though jessica stilgar javier bardem continue tout paul mythical prophesized messiah per bene gesserit religious sect paul yet convinced fremen like chani zendaya paul accept mantle risk religious war choose remain embedded locally fremen meanwhile baron harkonnen stellan skarsgard struggling control spice production arrakis unhinged nephew feyd rautha austin butler called assistance finally emperor christopher walken princess irulan florence pugh scheme keep power machination absolutely doubt dune cinema spectacle highest order director denis villeneuve composes film seen biggest format possible truly appreciate scale within best sound structure dolby atmos theater rumbling never dull moment beginning end always something interesting look immerse screen issue dune first film one best world building setup ever seen flick expertly dropped viewer planetary conflict gradually built key character imbued sense great mystery intrigue sequel technically pay setup always satisfying understandable way go every nook cranny example paul resists messianic calling entire film end give fetus within jessica talking someday grow anya taylor joy brief cameo character even paul accepts mantle house acknowledge bombshell paul diverse realized bloodline came anticlimactic especially considering immediately becomes driving force film endgame know answer every question posed none felt satisfactory revelatory part problem could expecting definitive ending received setting franchise denouement instead particularly telling observation favorite character entire movie butler feyd rautha like dune something completely different new shrouded mystery villeneuve able unwind final reckoning dune visual spectacle star studded cast heavy lifting see one theater seat least disservice looking plot tight perfectly character fulfilling narrative may walk away little disappointed least compared first villeneuve dune,positive
doc_071,get detail movie want say fantastic movie everything wanted sequel story point well paced drag like part first movie dialogue well written impactful main character arc awesome story arc supporting character also well done great character development new antagonist awesome production value good score like last film amazing editing point nothing good thing say movie,positive
doc_072,denis villeneuve second half adaptation frank herbert dune fully embrace spectacle inherent material also digging core implication herbert exploring around power cult personality leadership flip thing around pretty sure otherwise delivers handsome exciting second half started highlight chani way much changing character much stick like sore thumb curious purpose little distract going around seriously final twenty second film chopped lost fire actually good bit positive film paul atreides timothee chalamet mother lady jessica rebecca ferguson joined fremen led stilgar javier barden paul grows close chani zendaya help teach way desert go hiding dominant harkonnen led baron stellan skarsgard elder nephew rabban dave bautista left governor desert planet arrakis baron continues groom younger nephew feyd austin butler towards leadership operating exposition dump remember first film irulan florence pugh nominally taking chronicling duty book entry marking start every chapter father emperor shaddam iv christopher walken quietly ruminates implication plan eradicate atreides perhaps failing one story know well kind assume everyone know yet dune popularity among scifi nerd grand cultural touchpoint sometimes made influence strong wide actual story knowledge anyway time talk creative choice first scream much stylized visually film film open scene harkonnen troop attacking fremen desert villeneuve us partial eclipse excuse bathe entire scene deep orange really nice look curious black white segment trailer since seen explanation geidi prime black sun making outside look like knowing book say whole harkonnen look something attribute bene tlielax least interesting see heavy emphasis bene gesserit breeding program appreciate think heavily get highlighted inclusion lady margot fenring lea seydoux bene gesserit sent geidi prime seduce feyd secure bloodline learn manipulate certain probability arise briefly seen modified form sci fi channel series otherwise never made appearance adaptation although unless villeneuve planning using material sequel novel written brian herbert please lady fenring making appearance making feel like something dead end still manages provide nice detail term worldbuilding lead editing like much detail get brought help fill world universe dune place film feel fast take instance jump paul chani sitting dune watching wormrider distance chani explaining paul never become rider really fremen cut ahead fifteen minute later screentime mention paul training anything time paul ride first worm time obviously passed feel like instance cut scene deemed unnecessary however considering much time get dedicated fenring seduction feyd make wonder priority total alignment cutting film current length paul stay northern part arrakis lead small revolt fedaykin fighter harkonnen jessica pregnant become fremen reverend mother changing water life poison harmless drink orgy mostly sexless adaptation process awakens unborn daughter alia consciousness gon na honest jessica talking alia outloud great right kind funny universe anyway jessica becomes fanatic pursuit paul legend mahdi lisan al gaib voice outer world paul resists remember correctly something complete reversal paul easily fell legend help fight jessica saw something survival mechanism unfortunate path take stay alive mind change furgeson madwoman great watch thing escalate emperor must come arrakis showdown showdown great reminded epic ending james cameron avatar movie great love deny freaking awesome final act action sequence atomics worm giant spaceship come together action special effect extravaganza villeneuve manages aplomb great fun chani chani given extra prominence really like one fremen believe lisan al gaib stick belief everything witness paul presenting sign chani becoming part prophecy reject literal action resists fight back place go end film sure herbert chani blithely accept love life going marry imperial princess power always bit thin turning ending film watching pouting wrong story dune paul going boy man leader godhead chani mad paul going boy man leader godhead ending mistake anyway spectacle think get heart herbert message right mix thing degree entirely successful effect adaptation dune think sci fi miniseries probably best filmed experience exciting complete three attempt,positive
doc_073,would expect dramatization calibre paint picture color original story ambient backstory interstellar empire role spice way traverse vast space planet intricate politics around control infinite double helix plan within plan clash civilization prophecy mutual development character within story specter philosophy cradle well dead wrong get sturm und drang cgi somewhat fancy panorama backed old supposedly dramatic third grade middle eastern ish cheesy flute chant fashion channel panning shot model unnatural pose well acting pathetic part otherwise fantastic cast legendary actor put reciting stiff dialogue barely hiding confusion full sound fury signifying nothing,negative
doc_074,sci fic fan recently new reader saga although change incre ble adaptation screenplay visuals acting top tier way movie edited compacted together brilliant creativity using every single information provided u match movie future event incredible amazing experience lucky watched imax time outstanding visual effect music transport dune world feel tension feeling overwhelming world timothe definitely born paul atreides think anyone else could play role perfect incredible sequel,positive
doc_075,real movie captivates compelling storytelling strong character development immersive visuals sound transcends mere entertainment evoke emotion provoke thought resonate audience deeper level today cinema need balance innovation tradition blending advanced technology like cgi strong narrative substance meet audience expectation modern viewer seek originality relatability escapism dune part two highly anticipated promise continuation epic saga rich world building intricate plot high production value fulfilling desire spectacle meaningful content,positive
doc_076,one many book reader say wow read lot book utterly fail adapting book denis adapts dune perfectly sci fi epic masterpiece know people read book absolutely love part make apart amazing great job denis part perfect set movie ultimate showdown growth boy man man messiah chalamet superb job growing actor man becoming learning way world please go see part quickly possible imax movie deserves go one greatest sci fi movie time imax imax imax,positive
doc_077,without doubt masterclass editing cinematography sound design casting seem ignore glaring flaw cast expected masterclass especially really enjoyed bardem butler time around denis likely get best director nomination next year even though doubt epicness found even bigger pacing issue first one somewhere midway looking watch wondering close ending found grazing second act third act felt rushed conclusion understandably set continuation messiah felt really undeserving abrupt would liked expand third act maybe minute movie conclude satisfying point rather middle story exactly first one might pump next movie concludes story satisfying manner overall great film many flaw unfortunately look past one great modern sci fi dare say exactly live hype see biggest screen possible,positive
doc_078,dune part visually stunning yet somewhat disjointed cinematic experience villeneuve direction undeniably ambitious signature style breathtaking visuals full display dune black white scene reminiscent archival footage fascist germany particularly striking add unique aesthetic storytelling however overall pacing editing film leave something desired narrative flow often disrupted abrupt cut seemingly unconnected scene appears abundance material shot process trimming manageable length may challenging one despite effort film still clock lengthy hour minute plot dune part bear resemblance tv series game throne complex political machination warring faction power struggle however film storytelling fall short comparison depth intricacy hbo series limited runtime theatrical release may constrained filmmaker ability fully explore richness source material perhaps television adaptation would suitable format delve nuance dune universe character term performance austin butler portrayal feyd rautha standout butler brings magnetic presence charisma role overshadowing even lead actor timoth e chalamet play paul atreides chalamet struggle match intensity allure butler feyd rautha performance merely shadow comparison overall dune part film aspires greatness fall short execution visual spectacle moment brilliance undeniable disjointed narrative uneven pacing prevent fully realizing potential,neutral
doc_079,fantastic film almost perfect acting fantastic visuals world enthralled throughout whole time cinema happily saw twice wish taken time see third time never saw imax best cinema experience ever fully believe love anyone else enjoys timothee chalamet acting would also recommend king great henry v sure performance contributed casting dune however see people frustrated plot never read book know full extent change understand deemed unfilmable back first attempt released reminds bit serious take flash gordon something anyway well part streamlined feel fast paced eventful really enjoyed need everything world building enough looking faithful adaptation might looking know guess one issue discussion paul lisan al gaib reminded discussion brian messiah life brian personally found hilarious felt like deliberate homage actor seemed find funny speaking line take story little watched home finally saw home small screen really enjoyed however simply visuals limited comparison refer small screen relatively large screen projector probably projecting somewhere around result advise see film format available keep eye cinema imax release regret simply amazing big screen saying still favourite film far,positive
doc_080,see quite lot positive review younger audience seems dune struck cord born guess good thing calling best movie time something else mean first watch film time make bold assessment secondly villeneuves rendering need something special better movie displaying story line scene composition sorry disappoint gen zers even frank herbert confest inspired lawrence arabia film one need see sand worm unfortunately story arch intrigue also new even cliche high rise hero falling lowly dame ultimately dump nothing new dune show something different apart well orchestrated mass fight one one fight scene seen way often movie little offer really suprise quite lot wasted talent rampling walker boomer btw surprise novelty movie boring arrangement boring repeat even han went back repetition heard interstallar truy awesome want see movie desert go watch lawrence arabia want see messias go watch matrix want see good sci fi movie go see ehm,neutral
doc_081,dune written stood test time making movie named dune dont u stick source material irresistible urge alter perfect story ur mediocre idea come straight point u ruined character paul prophet figure never wanted war forced choose way way yet final scene ordered men go fight never anything like book take paradise wtf sister alia despite child came throne room killed baron threatened reverend mother laughed emperor achieved many feat even born movie wtf long paul mother going pregnant ridiculous paul exiled formed army conquered planet yet mother still pregnant wtf upset chani book chani love supported paul loved paul much paul everything also son time paul married princess irulan never touched chani understood political marriage save planet chani book intelligent calm brave respect paul movie chani making face everything paul every fremen supporting paul wife supposed support ascended power cave infront fremen one defying wtf character assassination ending actually made like wtf watch gf asked chani going paul next movie reply assassinated character need calm deep breath spice guild spice guild emperor great house form whole power system holding rd power shown st movie deviate book major role throne room negotiation wow even movie wtf good thing also already mentioned dune good recommended movie many many people first half dune also good cinematography music grandness ruined second half especially ending ended face angry chani witcher game throne ruined mcu cant respect original writer thought original story made famous first place cant hollywood stick source material minor tweaking rather completely messing wrong way way thing looking dune going away book,negative
doc_082,dune part two highly anticipated continuation denis villeneuve adaptation frank herbert classic novel build foundation set predecessor film pick story paul atreides timoth e chalamet navigates treacherous political landscape arrakis embracing destiny among fremen visually dune part two masterpiece villeneuve direction combined greig fraser breathtaking cinematography immerses viewer vast unforgiving desert landscape intricate otherworldly design dune universe special effect seamless bringing sandworms unique technology herbert world life stunning realism performance strong across board chalamet delivering compelling portrayal paul growth struggle zendaya expanded role chani add depth narrative supporting cast including rebecca ferguson oscar isaac continue shine however film pacing uneven complex plot might challenging unfamiliar source material despite issue dune part two ambitious visually arresting film successfully continues epic saga must watch fan genre original novel,positive
doc_083,dune part two film denis villeneuve dune part two tell story mythical journey paul atreides help chani fremen embarks campaign revenge conspirator destroyed family young paul faced choice love life fate entire universe must try mean prevent terrible future future one foresee denis villeneuve return extremely impressive image dune part two monumental film largely reject usual blockbuster spectacle instead reflects almost contemplatively power domination long awaited film therefore multi layered commentary geopolitical present voice reason hardly heard anymore villeneuve lead u dead end rather suddenly slide abyss longer easy determine could happened,positive
doc_084,cinematography visually stunning awe inspiring sound design incredible especially weaponry rifle shot look sound futuristic yet realistic capture essence book cutting superfluous part book also avoiding controversial stuff like harah character entire cast nail performance wish denis left ecology bit understand runtime kept reasonable length ending changed female empowering book guess chani overall bit independent less submissive book chani accepts traditional gender role movie clear chani never subservient paul knew would update story today society change expected,positive
doc_085,looking back year certain remember dune series best trilogy era entertainment industry especially film tv show become formulaic mass produced increasingly shallow dune part two stand preserving originality striking first film delivering shocking impact fully living hype exceeding expectation everyone achieve amount praise enough denis villeneuve every aspect film phenomenal directing cinematography han zimmer composition character development screenplay one greatest sequel ever made together first film perfectly adapts first book despite change toward end part two offer undeniably cinematic experience every way leaf u extreme anticipation third film,positive
doc_086,villeneuve missing something confirm person adapt legendary science fiction saga blade runner managed make better original two dune film achieved phenomenon remember lord ring colossal majestic less slow action first part paul atreides played chalamet masterful way buy everything path twisted bizarre hero lot eren jaeger vibe already see hajime isayama inspired see go man like father conqueror someone want achieve everything matter great performance also rebecca ferguson incredible another drastic change register performance convinces beginning end zendaya fantastic bardem comic relief creator meme year short facing new masterpiece director last year stopped making film impeccable find fault certain thing plot passed quickly taking granted information may relevant difficult see sardaukar fall easily never explained guess hour enough everything,positive
doc_087,cried last minute pure explosion stimulus cinema understanding spectacle filmmaker understand today film process begin trying break first impression simply surrender confession captivated sens point tear would expect type cinema last year fallen bottom decline captured sound crystalline screen ever experienced since guttural sound opening shook stomach think anything else almost hour child enjoying adult surrendering experience one assure first year theater dune made feel like first time,positive
doc_088,movie visually well done shot bright sun desert sound also great call music much tone fit though like something seen v show epic music danny elfman john williams bring writer really read book like first film even worse child cliff note version actually book know storyline read book watched previous superior version chani especially poorly done character mostly long gaze understand simpleton enjoyed visuals movie made good deal money reason ever reach billion mark like truly epic film imdb meter probably drop closer score non fanatic see film coming year part frank herbert miniseries best classic nostalgia one look pretty say little,neutral
doc_089,dune part two paul atreides self doubt messiah fremen desire take revenge father murder extermination house contrary father view revenge movie dwelled mostly paul exploring whether needed messiah fremen made revolt plot emperor look underwhelming chani love help paul dedication knowing way fremen envy messiah fremen expect contradiction within one character feyd rautha tried badass introduction scene failed instead making look like puny think badass weight character worst villain portrayal interested delved paul bene gesserit game played house turning house name prophecy actual villain convincing emperor slay house atredies getting ready accept adapt whoever win emperor marrying emperor daughter new emperor make sure exist holy war movie slow paced watching first time paid full attention without getting bored second time got bored mostly especially scene felt drawback actor great job especially timoth e chalamet zendaya director built world amazingly focused paul atreides evolved dilemma messiah part fremen revolution cinematography good captured dune desert stunning way amazing shot worm riding scene dialogue giving meaning character name prophecy describes good touch movie music sound effect great less scene required overall opinion good movie flaw mentioned story character depth dune part one would definitely recommend movie enjoy movie story happens completely fictional world universe enjoy movie prequel know nothing book thought movie,positive
